,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,Localidades
185,2.0,1.0,1.0,41.0,41.0,61000.0,3,17
186,2.0,1.0,1.0,50.0,41.0,109900.0,3,55
193,2.0,1.0,1.0,47.0,40.0,109000.0,0,25
198,2.0,1.0,1.0,47.0,40.0,109000.0,0,2
199,2.0,1.0,1.0,83.0,42.0,142000.0,0,13
202,2.0,1.0,1.0,31.0,30.0,115000.0,0,26
203,2.0,1.0,1.0,45.0,44.0,255000.0,0,26
204,2.0,1.0,1.0,52.0,49.0,200000.0,0,26
205,2.0,1.0,1.0,80.0,59.0,296000.0,0,26
209,2.0,1.0,1.0,66.0,41.0,138000.0,0,6
210,2.0,1.0,1.0,42.0,42.0,140000.0,0,6
211,1.0,1.0,1.0,38.0,34.0,70000.0,0,15
223,2.0,1.0,1.0,41.0,41.0,74000.0,0,45
224,2.0,1.0,1.0,65.0,42.0,163900.0,0,55
225,2.0,1.0,1.0,87.0,44.0,135000.0,0,55
227,1.0,1.0,1.0,36.0,32.0,89000.0,0,50
232,3.0,2.0,1.0,62.0,62.0,185000.0,3,35
239,4.0,2.0,2.0,90.0,90.0,158000.0,1,18
243,3.0,2.0,1.0,85.0,78.0,135000.0,0,8
247,3.0,2.0,1.0,49.0,49.0,73500.0,0,17
248,3.0,2.0,1.0,84.0,74.0,294455.0,0,24
249,4.0,2.0,1.0,78.0,78.0,190000.0,0,2
250,3.0,2.0,2.0,75.0,69.0,349000.0,0,26
251,3.0,2.0,2.0,74.0,63.0,340000.0,0,26
252,3.0,2.0,2.0,87.0,84.0,348000.0,0,26
253,3.0,2.0,2.0,82.0,82.0,400000.0,0,26
254,3.0,2.0,2.0,87.0,84.0,348000.0,0,26
255,3.0,2.0,2.0,74.0,63.0,300000.0,0,26
259,3.0,2.0,2.0,96.0,90.0,210000.0,0,4
260,3.0,2.0,2.0,90.0,70.0,275000.0,0,6
262,3.0,2.0,3.0,112.0,100.0,410000.0,0,6
263,3.0,2.0,1.0,75.0,75.0,178000.0,0,6
265,3.0,2.0,2.0,93.0,68.0,270000.0,0,35
266,3.0,2.0,1.0,89.0,70.0,192000.0,0,37
267,3.0,2.0,1.0,90.0,62.0,310000.0,0,14
270,3.0,2.0,2.0,85.0,85.0,245000.0,0,5
271,1.0,2.0,1.0,38.0,35.0,95000.0,0,44
272,3.0,2.0,1.0,110.0,93.0,235000.0,0,45
273,3.0,2.0,1.0,90.0,82.0,210000.0,0,56
275,4.0,3.0,2.0,77.0,75.0,135000.0,3,25
305,4.0,3.0,2.0,112.0,96.0,249000.0,0,17
306,3.0,3.0,2.0,121.0,91.0,280000.0,0,13
309,4.0,3.0,1.0,98.0,98.0,198000.0,0,26
315,4.0,3.0,2.0,117.0,110.0,350000.0,0,6
316,4.0,3.0,3.0,140.0,126.0,415000.0,0,35
317,4.0,3.0,2.0,153.0,136.0,250000.0,0,9
318,4.0,3.0,2.0,111.0,104.0,299000.0,0,14
342,5.0,4.0,2.0,111.0,104.0,299000.0,0,14
452,1.0,1.0,1.0,75.0,48.0,262395.0,0,26
474,1.0,1.0,1.0,27.0,27.0,65000.0,0,39
475,1.0,1.0,1.0,33.0,31.0,86500.0,0,44
496,2.0,1.0,1.0,45.0,45.0,69900.0,0,17
498,2.0,1.0,1.0,72.0,48.0,216450.0,0,26
499,2.0,1.0,1.0,55.0,48.0,170918.0,0,26
500,2.0,1.0,1.0,55.0,48.0,142740.0,0,26
501,2.0,1.0,1.0,55.0,48.0,172017.0,0,26
502,2.0,1.0,1.0,55.0,48.0,137250.0,0,26
516,2.0,1.0,1.0,44.0,42.0,170000.0,0,35
517,2.0,1.0,1.0,60.0,47.0,99000.0,0,9
575,3.0,2.0,1.0,64.0,64.0,130000.0,0,36
577,3.0,2.0,1.0,51.0,50.0,127000.0,0,26
585,3.0,2.0,1.0,57.0,54.0,139000.0,0,18
587,3.0,2.0,1.0,56.0,55.0,84900.0,0,3
588,3.0,2.0,1.0,156.0,63.0,190000.0,0,9
589,3.0,2.0,1.0,122.0,59.0,179000.0,0,9
592,3.0,2.0,1.0,77.0,67.0,150000.0,0,23
594,3.0,2.0,1.0,62.0,60.0,129000.0,0,44
619,3.0,2.0,1.0,64.0,52.0,139000.0,0,46
621,4.0,2.0,1.0,59.0,51.0,143500.0,0,26
655,3.0,2.0,2.0,74.0,64.0,155000.0,3,26
666,3.0,2.0,2.0,70.0,70.0,170000.0,0,55
680,3.0,2.0,2.0,73.0,63.0,179000.0,0,29
687,4.0,3.0,2.0,114.0,108.0,385000.0,0,26
688,4.0,3.0,2.0,131.0,118.0,469000.0,0,35
689,4.0,3.0,2.0,111.0,85.0,280000.0,0,9
722,4.0,3.0,3.0,131.0,118.0,240000.0,0,9
941,1.0,1.0,1.0,32.0,30.0,149000.0,0,26
966,2.0,1.0,1.0,36.0,33.0,65000.0,0,8
972,2.0,1.0,1.0,40.0,38.0,75000.0,0,17
973,2.0,1.0,1.0,43.0,41.0,110000.0,0,17
976,2.0,1.0,1.0,29.0,29.0,75000.0,0,24
978,2.0,1.0,1.0,48.0,48.0,275000.0,0,24
981,2.0,1.0,1.0,48.0,41.0,92592.0,0,2
982,2.0,1.0,1.0,54.0,47.0,114584.0,0,2
983,2.0,1.0,1.0,62.0,55.0,105740.0,0,2
984,2.0,1.0,1.0,62.0,55.0,113328.0,0,2
985,2.0,1.0,1.0,64.0,55.0,134590.0,0,2
986,2.0,1.0,1.0,54.0,47.0,110148.0,0,2
987,2.0,1.0,1.0,64.0,55.0,140033.0,0,2
988,2.0,1.0,1.0,47.0,41.0,99073.0,0,2
989,2.0,1.0,1.0,58.0,49.0,119513.0,0,2
990,2.0,1.0,1.0,62.0,55.0,115568.0,0,2
991,2.0,1.0,1.0,48.0,41.0,94416.0,0,2
992,2.0,1.0,1.0,62.0,55.0,117869.0,0,2
993,2.0,1.0,1.0,47.0,41.0,101029.0,0,2
994,2.0,1.0,1.0,68.0,47.0,136573.0,0,2
995,2.0,1.0,1.0,108.0,57.0,196864.0,0,2
996,2.0,1.0,1.0,62.0,55.0,111089.0,0,2
997,2.0,1.0,1.0,58.0,49.0,121920.0,0,2
998,2.0,1.0,1.0,50.0,43.0,98046.0,0,2
999,2.0,1.0,1.0,64.0,55.0,131933.0,0,2
1000,2.0,1.0,1.0,54.0,47.0,105874.0,0,2
1001,2.0,1.0,1.0,50.0,43.0,100000.0,0,2
1002,2.0,1.0,1.0,64.0,55.0,137246.0,0,2
1003,2.0,1.0,1.0,64.0,55.0,126814.0,0,2
1004,2.0,1.0,1.0,103.0,59.0,176717.0,0,2
1005,2.0,1.0,1.0,50.0,43.0,106112.0,0,2
1006,2.0,1.0,1.0,90.0,56.0,173411.0,0,2
1007,2.0,1.0,1.0,50.0,43.0,104058.0,0,2
1008,2.0,1.0,1.0,58.0,49.0,126851.0,0,2
1009,2.0,1.0,1.0,58.0,49.0,114876.0,0,2
1010,2.0,1.0,1.0,58.0,49.0,124327.0,0,2
1011,2.0,1.0,1.0,58.0,49.0,117165.0,0,2
1012,2.0,1.0,1.0,54.0,47.0,112366.0,0,2
1013,2.0,1.0,1.0,47.0,41.0,93349.0,0,2
1014,2.0,1.0,1.0,47.0,41.0,97117.0,0,2
1015,2.0,1.0,1.0,75.0,50.0,149010.0,0,2
1016,2.0,1.0,1.0,48.0,41.0,90768.0,0,2
1017,2.0,1.0,1.0,47.0,41.0,95209.0,0,2
1018,2.0,1.0,1.0,48.0,41.0,88992.0,0,2
1019,2.0,1.0,1.0,54.0,47.0,107984.0,0,2
1020,2.0,1.0,1.0,48.0,41.0,96336.0,0,2
1021,2.0,1.0,1.0,40.0,36.0,99000.0,0,2
1022,2.0,1.0,1.0,50.0,43.0,102004.0,0,2
1023,2.0,1.0,1.0,37.0,37.0,126900.0,0,26
1025,2.0,1.0,1.0,56.0,42.0,159650.0,0,26
1028,2.0,1.0,1.0,44.0,41.0,139000.0,0,26
1029,2.0,1.0,1.0,52.0,33.0,145300.0,0,26
1047,2.0,1.0,1.0,40.0,38.0,75000.0,0,18
1069,2.0,1.0,1.0,50.0,50.0,79000.0,0,39
1073,2.0,1.0,1.0,57.0,43.0,165000.0,0,55
1086,3.0,2.0,1.0,62.0,59.0,115000.0,0,17
1093,3.0,2.0,1.0,64.0,60.0,161000.0,0,24
1096,3.0,2.0,1.0,102.0,75.0,210486.0,0,2
1097,3.0,2.0,1.0,76.0,64.0,149900.0,3,2
1098,3.0,2.0,1.0,76.0,64.0,149900.0,3,2
1111,3.0,2.0,1.0,100.0,97.0,195000.0,0,6
1122,3.0,2.0,1.0,57.0,51.0,130000.0,0,9
1132,3.0,2.0,1.0,80.0,80.0,172000.0,0,38
1134,3.0,2.0,1.0,69.0,53.0,138000.0,0,53
1135,3.0,2.0,1.0,58.0,52.0,120000.0,0,53
1136,3.0,2.0,1.0,66.0,54.0,117900.0,0,50
1145,4.0,3.0,1.0,71.0,71.0,145000.0,0,24
1146,4.0,3.0,1.0,141.0,103.0,280000.0,3,13
1160,4.0,3.0,1.0,72.0,72.0,95000.0,0,47
1198,2.0,1.0,2.0,51.0,43.0,120000.0,0,17
1199,2.0,1.0,2.0,52.0,44.0,125000.0,0,17
1200,2.0,1.0,2.0,51.0,43.0,122000.0,0,17
1201,2.0,1.0,2.0,52.0,44.0,121000.0,0,17
1202,2.0,1.0,2.0,52.0,44.0,123000.0,0,17
1203,2.0,1.0,2.0,51.0,43.0,125000.0,0,17
1204,2.0,1.0,2.0,41.0,33.0,105000.0,0,17
1205,2.0,1.0,2.0,52.0,44.0,124000.0,0,17
1207,2.0,1.0,2.0,63.0,49.0,140000.0,0,9
1213,3.0,2.0,2.0,72.0,64.0,158000.0,0,17
1217,3.0,2.0,2.0,80.0,67.0,198000.0,0,13
1218,3.0,2.0,2.0,97.0,82.0,277400.0,0,26
1224,3.0,2.0,2.0,80.0,67.0,198000.0,0,37
1225,3.0,2.0,2.0,190.0,120.0,375000.0,0,14
1234,4.0,3.0,2.0,117.0,97.0,260000.0,0,17
1236,4.0,3.0,2.0,122.0,122.0,365000.0,0,26
1239,4.0,3.0,2.0,110.0,105.0,280000.0,0,35
1240,4.0,3.0,2.0,153.0,95.0,390000.0,0,9
1242,4.0,3.0,2.0,110.0,105.0,280000.0,0,5
1243,4.0,3.0,2.0,111.0,100.0,390000.0,0,45
1263,5.0,4.0,2.0,164.0,164.0,300000.0,1,37
1264,5.0,4.0,2.0,164.0,164.0,300000.0,1,37
2539,1.0,1.0,1.0,39.0,35.0,120000.0,0,26
2541,1.0,1.0,1.0,40.0,36.0,120000.0,0,26
2542,1.0,1.0,1.0,40.0,36.0,120000.0,0,26
2554,1.0,1.0,1.0,35.0,33.0,89000.0,0,37
2609,2.0,1.0,1.0,62.0,58.0,173600.0,0,26
2681,2.0,1.0,1.0,58.0,37.0,80000.0,0,29
2682,2.0,1.0,1.0,39.0,39.0,79000.0,0,29
2712,3.0,2.0,1.0,85.0,67.0,180000.0,0,35
2765,4.0,3.0,3.0,122.0,108.0,410000.0,0,17
2766,4.0,3.0,2.0,130.0,115.0,249000.0,0,17
2825,5.0,3.0,3.0,186.0,154.0,295000.0,1,50
3187,3.0,2.0,2.0,153.0,153.0,520000.0,0,35
3411,3.0,2.0,2.0,59.0,55.0,180000.0,0,9
3428,3.0,2.0,1.0,68.0,50.0,118500.0,3,55
3441,2.0,1.0,1.0,55.0,50.0,129000.0,0,44
3442,2.0,1.0,1.0,73.0,49.0,129000.0,0,44
3454,2.0,1.0,1.0,39.0,39.0,63001.0,0,44
3587,2.0,1.0,1.0,71.0,46.0,118000.0,0,2
3588,2.0,1.0,2.0,57.0,49.0,160000.0,0,2
3589,2.0,1.0,2.0,65.0,52.0,210000.0,0,13
3601,2.0,1.0,1.0,62.0,48.0,135000.0,0,44
3602,2.0,1.0,1.0,62.0,48.0,135000.0,0,44
3618,3.0,2.0,1.0,96.0,90.0,158000.0,0,24
3621,3.0,2.0,1.0,70.0,70.0,225000.0,0,26
3622,3.0,2.0,1.0,88.0,80.0,260000.0,0,26
3623,3.0,2.0,2.0,79.0,79.0,240000.0,0,26
3624,3.0,2.0,2.0,117.0,117.0,470000.0,0,26
3625,3.0,2.0,1.0,60.0,60.0,189000.0,0,26
3626,3.0,2.0,1.0,88.0,80.0,260000.0,0,26
3629,3.0,2.0,2.0,75.0,75.0,295000.0,0,6
3630,3.0,2.0,1.0,75.0,70.0,190000.0,0,6
3631,3.0,2.0,2.0,82.0,82.0,380000.0,0,6
3639,3.0,2.0,1.0,72.0,72.0,280000.0,0,5
3646,3.0,2.0,2.0,68.0,62.0,250000.0,0,55
3668,4.0,3.0,1.0,105.0,100.0,350000.0,0,26
3669,4.0,3.0,1.0,140.0,110.0,275000.0,0,26
3673,4.0,3.0,2.0,71.0,65.0,215000.0,0,6
3674,4.0,3.0,2.0,140.0,140.0,405000.0,0,6
3679,4.0,3.0,1.0,90.0,82.0,249000.0,0,35
3713,5.0,4.0,2.0,67.0,67.0,105000.0,0,22
3818,1.0,1.0,1.0,34.0,32.0,77000.0,0,2
3826,1.0,1.0,1.0,36.0,34.0,148000.0,0,35
3827,1.0,1.0,1.0,37.0,37.0,135000.0,0,35
3831,1.0,1.0,1.0,45.0,45.0,289000.0,0,34
3833,2.0,1.0,1.0,33.0,33.0,68000.0,0,7
3836,2.0,1.0,1.0,66.0,50.0,145000.0,0,2
3837,2.0,1.0,1.0,50.0,45.0,145001.0,0,2
3838,2.0,1.0,2.0,51.0,47.0,183433.0,0,2
3839,2.0,1.0,1.0,46.0,42.0,176904.0,0,2
3840,2.0,1.0,1.0,53.0,46.0,194870.0,0,2
3842,2.0,1.0,2.0,51.0,47.0,180695.0,0,2
3843,2.0,1.0,1.0,47.0,42.0,149500.0,0,26
3844,2.0,1.0,1.0,52.0,46.0,125000.0,0,26
3845,2.0,1.0,1.0,59.0,59.0,300000.0,0,26
3846,2.0,1.0,1.0,56.0,52.0,190000.0,0,26
3847,2.0,1.0,1.0,52.0,48.0,188001.0,0,26
3850,2.0,1.0,1.0,67.0,67.0,335000.0,0,6
3851,2.0,1.0,1.0,47.0,35.0,75001.0,0,15
3852,2.0,1.0,1.0,37.0,37.0,66900.0,3,32
3853,2.0,1.0,1.0,37.0,37.0,66900.0,3,32
3854,2.0,1.0,1.0,43.0,38.0,114000.0,0,35
3855,2.0,1.0,2.0,79.0,69.0,220000.0,0,35
3856,2.0,1.0,1.0,37.0,37.0,86000.0,0,9
3857,2.0,1.0,1.0,49.0,42.0,152000.0,0,40
3862,2.0,1.0,1.0,37.0,37.0,85000.0,0,44
3863,2.0,1.0,1.0,32.0,32.0,78800.0,0,44
3864,2.0,1.0,1.0,38.0,35.0,84103.0,0,44
3865,2.0,1.0,1.0,44.0,41.0,120000.0,0,44
3866,2.0,1.0,1.0,49.0,40.0,84000.0,0,44
3867,2.0,1.0,2.0,67.0,62.0,325000.0,0,34
3869,2.0,1.0,1.0,60.0,48.0,154000.0,0,55
3877,3.0,2.0,1.0,67.0,58.0,190000.0,0,2
3878,3.0,2.0,1.0,90.0,60.0,250000.0,0,2
3879,3.0,2.0,2.0,90.0,83.0,290001.0,0,2
3880,3.0,2.0,2.0,96.0,89.0,189000.0,0,2
3881,3.0,2.0,2.0,87.0,77.0,173000.0,0,2
3882,3.0,2.0,2.0,65.0,60.0,205000.0,0,2
3883,3.0,2.0,1.0,69.0,59.0,265001.0,0,26
3884,3.0,2.0,2.0,99.0,90.0,280001.0,0,26
3886,3.0,2.0,2.0,65.0,65.0,230000.0,0,6
3887,3.0,2.0,3.0,98.0,95.0,330000.0,0,35
3888,3.0,2.0,1.0,110.0,110.0,247000.0,0,37
3889,3.0,2.0,1.0,92.0,62.0,110000.0,3,21
3890,3.0,2.0,3.0,132.0,126.0,234500.0,3,22
3892,3.0,2.0,1.0,56.0,55.0,169000.0,0,5
3894,3.0,2.0,2.0,83.0,80.0,165000.0,0,44
3895,3.0,2.0,1.0,48.0,48.0,120001.0,0,44
3896,3.0,2.0,1.0,53.0,44.0,115000.0,0,44
3897,3.0,2.0,1.0,81.0,73.0,319000.0,0,34
3900,3.0,2.0,1.0,60.0,60.0,115000.0,0,38
3901,3.0,2.0,1.0,84.0,72.0,215000.0,0,55
3902,3.0,2.0,2.0,69.0,65.0,237000.0,0,55
3903,3.0,2.0,1.0,69.0,69.0,225000.0,3,55
3905,3.0,2.0,1.0,56.0,56.0,137000.0,0,28
3909,4.0,3.0,1.0,72.0,72.0,129000.0,3,2
3910,4.0,3.0,1.0,100.0,90.0,125000.0,0,2
3911,4.0,3.0,2.0,102.0,102.0,255001.0,3,2
3912,4.0,3.0,2.0,73.0,68.0,195000.0,0,2
3913,4.0,3.0,2.0,145.0,132.0,265000.0,0,2
3916,4.0,3.0,1.0,95.0,95.0,171000.0,0,12
3919,4.0,3.0,1.0,95.0,95.0,171000.0,0,44
3920,4.0,3.0,1.0,90.0,85.0,230000.0,0,44
3921,4.0,3.0,2.0,78.0,70.0,184000.0,0,44
3922,4.0,3.0,2.0,99.0,84.0,220000.0,0,44
3924,4.0,3.0,1.0,130.0,122.0,270000.0,0,38
3925,4.0,3.0,2.0,124.0,111.0,200000.0,3,38
3926,4.0,3.0,2.0,133.0,99.0,308000.0,3,55
3930,5.0,4.0,1.0,130.0,122.0,270000.0,0,25
3932,5.0,4.0,3.0,160.0,160.0,375001.0,3,26
3933,5.0,3.0,2.0,170.0,170.0,350000.0,3,6
3938,5.0,4.0,1.0,156.0,156.0,280000.0,3,12
3939,5.0,4.0,2.0,198.0,155.0,190000.0,3,48
3942,5.0,4.0,3.0,125.0,100.0,265000.0,3,55
3951,2.0,1.0,1.0,39.0,39.0,87000.0,0,25
3952,2.0,1.0,1.0,66.0,51.0,99000.0,3,15
3953,2.0,1.0,1.0,66.0,51.0,99000.0,0,15
3954,2.0,1.0,1.0,57.0,40.0,110000.0,3,15
3955,2.0,1.0,1.0,39.0,39.0,87000.0,0,15
3956,2.0,1.0,1.0,57.0,40.0,110000.0,0,15
3957,2.0,1.0,1.0,57.0,40.0,110000.0,3,3
3958,2.0,1.0,1.0,57.0,40.0,110000.0,0,3
3959,2.0,1.0,1.0,66.0,51.0,99000.0,0,3
3960,2.0,1.0,1.0,66.0,51.0,99000.0,3,3
3961,2.0,1.0,1.0,39.0,39.0,87000.0,0,3
3962,2.0,1.0,1.0,66.0,51.0,99000.0,3,22
3963,2.0,1.0,1.0,66.0,51.0,99000.0,0,22
3964,2.0,1.0,1.0,57.0,40.0,110000.0,0,39
3965,2.0,1.0,1.0,57.0,40.0,110000.0,3,39
3966,2.0,1.0,1.0,66.0,51.0,99000.0,3,38
3967,2.0,1.0,1.0,66.0,51.0,99000.0,0,38
4161,2.0,1.0,1.0,42.0,42.0,69800.0,0,25
4166,2.0,1.0,1.0,50.0,45.0,145000.0,3,24
4171,2.0,1.0,1.0,50.0,42.0,95000.0,0,20
4172,1.0,1.0,1.0,30.0,27.0,48000.0,0,20
4176,2.0,1.0,1.0,41.0,37.0,90000.0,0,26
4210,2.0,1.0,1.0,45.0,39.0,96000.0,0,35
4226,2.0,1.0,1.0,35.0,35.0,90000.0,0,5
4259,2.0,1.0,1.0,37.0,36.0,60000.0,0,38
4270,2.0,1.0,1.0,65.0,54.0,109000.0,3,27
4285,3.0,2.0,1.0,66.0,37.0,68999.0,3,17
4286,3.0,2.0,2.0,90.0,60.0,140000.0,3,17
4289,3.0,2.0,1.0,65.0,61.0,179000.0,0,2
4296,3.0,2.0,2.0,70.0,67.0,235000.0,0,26
4326,3.0,2.0,1.0,61.0,52.0,125000.0,0,37
4327,3.0,2.0,1.0,111.0,58.0,156000.0,0,9
4337,3.0,2.0,1.0,85.0,75.0,216000.0,0,5
4339,3.0,2.0,1.0,84.0,56.0,170000.0,0,44
4340,3.0,2.0,1.0,56.0,54.0,110000.0,0,44
4392,4.0,3.0,1.0,68.0,67.0,160000.0,0,17
4395,4.0,3.0,2.0,76.0,76.0,210000.0,0,24
4400,4.0,3.0,3.0,100.0,90.0,195000.0,0,26
4402,4.0,3.0,2.0,151.0,120.0,490000.0,0,26
4412,4.0,3.0,3.0,110.0,105.0,380000.0,0,35
4423,4.0,3.0,3.0,143.0,122.0,490000.0,0,45
4499,2.0,1.0,1.0,50.0,46.0,260000.0,0,26
4507,2.0,1.0,1.0,44.0,41.0,146500.0,0,5
4510,3.0,2.0,2.0,144.0,73.0,211000.0,0,3
4531,4.0,3.0,2.0,115.0,102.0,428000.0,0,6
5611,2.0,1.0,1.0,50.0,45.0,165000.0,0,26
5621,2.0,1.0,1.0,50.0,50.0,100000.0,0,5
5635,2.0,1.0,1.0,44.0,44.0,80000.0,3,26
5636,2.0,1.0,1.0,44.0,44.0,80000.0,3,26
5637,2.0,1.0,2.0,57.0,57.0,230000.0,3,26
5638,2.0,1.0,1.0,61.0,51.0,80000.0,3,33
5641,2.0,1.0,1.0,38.0,34.0,78999.0,0,25
5650,2.0,1.0,2.0,53.0,44.0,195000.0,0,24
5651,2.0,1.0,1.0,49.0,41.0,155000.0,0,24
5652,2.0,1.0,1.0,52.0,50.0,179000.0,0,24
5653,1.0,1.0,1.0,28.0,28.0,62000.0,0,36
5655,2.0,1.0,1.0,41.0,41.0,95000.0,0,2
5656,2.0,1.0,1.0,46.0,42.0,174447.0,0,2
5657,2.0,1.0,1.0,31.0,31.0,70000.0,0,2
5658,2.0,1.0,1.0,52.0,48.0,178000.0,0,2
5660,2.0,1.0,1.0,44.0,41.0,107000.0,0,2
5661,2.0,1.0,1.0,58.0,55.0,128000.0,0,20
5662,2.0,1.0,1.0,60.0,40.0,190000.0,0,26
5664,2.0,1.0,1.0,42.0,39.0,105000.0,0,26
5666,2.0,1.0,1.0,39.0,36.0,105000.0,0,26
5667,2.0,1.0,1.0,41.0,34.0,130000.0,0,26
5668,1.0,1.0,1.0,78.0,68.0,145000.0,0,26
5669,2.0,1.0,1.0,55.0,52.0,169000.0,0,26
5670,2.0,1.0,1.0,46.0,42.0,128000.0,0,26
5673,2.0,1.0,1.0,52.0,48.0,120000.0,0,26
5674,2.0,1.0,2.0,52.0,45.0,215000.0,0,26
5683,2.0,1.0,1.0,40.0,37.0,119900.0,0,26
5684,2.0,1.0,1.0,47.0,40.0,210000.0,0,26
5688,2.0,1.0,1.0,45.0,40.0,185000.0,0,26
5689,2.0,1.0,1.0,55.0,52.0,169000.0,0,26
5690,2.0,1.0,1.0,40.0,37.0,119900.0,0,26
5692,2.0,1.0,1.0,50.0,40.0,128000.0,0,26
5694,2.0,1.0,1.0,59.0,54.0,195000.0,0,26
5695,2.0,1.0,1.0,44.0,41.0,107000.0,0,26
5696,1.0,1.0,1.0,40.0,38.0,136800.0,0,26
5699,2.0,1.0,1.0,37.0,37.0,100000.0,0,26
5700,1.0,1.0,1.0,40.0,36.0,133000.0,0,26
5704,2.0,1.0,1.0,78.0,42.0,230000.0,0,26
5705,2.0,1.0,2.0,67.0,65.0,286600.0,0,26
5713,2.0,1.0,2.0,65.0,54.0,210000.0,0,6
5714,2.0,1.0,2.0,55.0,50.0,190000.0,0,6
5715,2.0,1.0,2.0,60.0,50.0,178000.0,0,6
5716,1.0,1.0,1.0,39.0,34.0,79500.0,0,6
5717,2.0,1.0,1.0,52.0,50.0,179000.0,0,6
5718,2.0,1.0,1.0,43.0,43.0,85000.0,0,32
5719,1.0,1.0,1.0,32.0,32.0,148000.0,0,35
5720,2.0,1.0,1.0,56.0,56.0,180000.0,0,35
5721,2.0,1.0,1.0,42.0,39.0,105000.0,0,35
5722,2.0,1.0,1.0,37.0,37.0,100000.0,0,35
5723,2.0,1.0,1.0,37.0,35.0,120000.0,0,35
5724,2.0,1.0,1.0,47.0,40.0,210000.0,0,35
5725,2.0,1.0,1.0,76.0,38.0,190000.0,0,37
5726,2.0,1.0,1.0,76.0,38.0,165000.0,0,37
5728,2.0,1.0,1.0,29.0,29.0,43000.0,0,3
5729,1.0,1.0,1.0,58.0,28.0,80000.0,0,3
5730,2.0,1.0,1.0,49.0,38.0,118000.0,0,9
5731,2.0,1.0,1.0,38.0,36.0,90000.0,0,9
5732,2.0,1.0,1.0,38.0,36.0,90000.0,0,9
5734,2.0,1.0,1.0,53.0,41.0,75000.0,0,12
5735,2.0,1.0,1.0,44.0,40.0,120000.0,0,12
5736,2.0,1.0,1.0,35.0,35.0,74000.0,0,40
5737,1.0,1.0,1.0,43.0,36.0,115000.0,0,14
5740,2.0,1.0,1.0,44.0,41.0,107000.0,0,5
5742,2.0,1.0,1.0,47.0,40.0,210000.0,0,5
5745,2.0,1.0,1.0,41.0,41.0,71000.0,0,44
5746,2.0,1.0,1.0,44.0,40.0,120000.0,0,44
5747,2.0,1.0,1.0,39.0,39.0,63000.0,0,44
5748,1.0,1.0,1.0,33.0,28.0,89000.0,0,44
5750,2.0,1.0,1.0,53.0,41.0,75000.0,0,44
5751,2.0,1.0,1.0,53.0,41.0,75000.0,0,44
5753,2.0,1.0,1.0,37.0,37.0,132093.0,0,44
5755,2.0,1.0,1.0,53.0,41.0,75000.0,0,44
5759,2.0,1.0,1.0,60.0,34.0,85000.0,0,38
5760,2.0,1.0,1.0,46.0,40.0,130000.0,0,55
5761,2.0,1.0,1.0,49.0,42.0,130000.0,0,55
5763,2.0,1.0,1.0,46.0,42.0,125000.0,0,53
5764,1.0,1.0,1.0,35.0,31.0,57989.0,0,56
5765,2.0,1.0,1.0,50.0,50.0,100000.0,0,56
5766,2.0,1.0,1.0,46.0,42.0,125000.0,0,56
5767,2.0,1.0,1.0,50.0,50.0,100000.0,0,56
5768,2.0,1.0,1.0,52.0,49.0,159000.0,0,50
5769,2.0,1.0,1.0,52.0,49.0,138000.0,0,50
5770,2.0,1.0,1.0,52.0,49.0,160000.0,0,50
5771,2.0,1.0,1.0,45.0,39.0,130000.0,0,50
5773,2.0,1.0,1.0,32.0,32.0,80000.0,0,46
5774,1.0,1.0,1.0,28.0,28.0,62000.0,0,11
5775,1.0,1.0,1.0,28.0,28.0,62000.0,0,11
5780,2.0,1.0,1.0,80.0,38.0,115000.0,3,9
5799,2.0,1.0,2.0,54.0,46.0,200000.0,0,6
5800,2.0,1.0,2.0,54.0,46.0,175800.0,0,6
5801,2.0,1.0,2.0,77.0,45.0,239000.0,0,6
5802,2.0,1.0,2.0,54.0,46.0,192000.0,0,6
5804,1.0,1.0,1.0,44.0,30.0,135000.0,0,6
5805,2.0,1.0,2.0,54.0,46.0,195000.0,0,6
5806,2.0,1.0,1.0,62.0,57.0,117000.0,0,15
5811,2.0,1.0,1.0,65.0,56.0,169000.0,0,37
5812,1.0,1.0,1.0,34.0,29.0,97076.0,0,37
5813,2.0,1.0,1.0,46.0,46.0,127000.0,0,37
5820,2.0,1.0,1.0,44.0,39.0,160000.0,0,44
5821,2.0,1.0,1.0,35.0,35.0,65000.0,0,16
5855,2.0,1.0,1.0,49.0,43.0,169000.0,0,13
5864,2.0,2.0,1.0,49.0,49.0,128900.0,3,17
5871,2.0,2.0,1.0,49.0,49.0,128900.0,3,32
5872,3.0,2.0,1.0,70.0,49.0,155000.0,3,44
5882,3.0,2.0,1.0,61.0,61.0,129000.0,0,2
5887,4.0,2.0,1.0,104.0,100.0,330000.0,0,5
5896,3.0,2.0,1.0,55.0,55.0,138000.0,3,2
5897,3.0,2.0,1.0,60.0,50.0,165000.0,3,26
5898,3.0,2.0,1.0,60.0,50.0,165000.0,3,26
5899,3.0,2.0,1.0,60.0,55.0,120000.0,3,15
5900,3.0,2.0,1.0,60.0,55.0,120000.0,3,3
5901,3.0,2.0,1.0,90.0,90.0,225000.0,3,12
5902,3.0,2.0,1.0,57.0,40.0,158000.0,3,49
5912,3.0,2.0,1.0,54.0,54.0,135000.0,0,25
